Fecha reserva,Hora reserva,Nº personas,Estado reserva,Servicio,Canal,Comensal ref
30/09/2025,13:45,4,no_show,cena,telefono,Cliente 19018
24/02/2025,17:45,8,completada,comida,walkin,Cliente 19019
10/02/2026,21:15,8,completada,comida,web,Cliente 19020
13/10/2025,20:00,4,cancelada,comida,telefono,Cliente 19021
16/09/2025,17:00,5,confirmada,cena,web,Cliente 19022
16/09/2025,21:00,1,cancelada,comida,telefono,Cliente 19023
28/01/2026,20:15,7,no_show,comida,app,Cliente 19024
27/07/2025,17:45,8,no_show,cena,walkin,Cliente 19025
23/03/2025,22:00,1,confirmada,comida,walkin,Cliente 19026
10/05/2026,22:00,2,cancelada,cena,app,Cliente 19027
14/04/2025,15:15,4,no_show,cena,app,Cliente 19028
10/07/2025,19:15,8,completada,comida,app,Cliente 19029
01/01/2025,18:45,2,completada,comida,web,Cliente 19030
28/11/2025,21:45,1,confirmada,cena,walkin,Cliente 19031
30/09/2025,23:30,5,confirmada,comida,telefono,Cliente 19032
29/01/2025,17:00,2,confirmada,comida,telefono,Cliente 19033
31/10/2025,16:45,7,confirmada,cena,walkin,Cliente 19034
13/11/2025,23:30,8,confirmada,cena,web,Cliente 19035
17/05/2026,19:30,8,completada,cena,telefono,Cliente 19036
11/08/2025,15:30,7,cancelada,comida,walkin,Cliente 19037
19/04/2025,13:00,3,cancelada,cena,web,Cliente 19038
19/09/2025,20:45,5,no_show,comida,app,Cliente 19039
31/03/2025,22:45,1,no_show,comida,telefono,Cliente 19040
03/06/2026,16:15,2,confirmada,cena,app,Cliente 19041
29/01/2025,22:45,2,cancelada,comida,web,Cliente 19042
07/01/2026,20:00,6,no_show,cena,telefono,Cliente 19043
21/10/2025,14:00,8,confirmada,comida,telefono,Cliente 19044
07/05/2026,23:30,6,confirmada,comida,web,Cliente 19045
12/02/2026,15:15,3,completada,cena,web,Cliente 19046
30/04/2026,21:15,2,completada,cena,app,Cliente 19047
26/01/2026,14:30,7,cancelada,comida,app,Cliente 19048
08/04/2026,17:30,6,confirmada,comida,telefono,Cliente 19049
05/04/2026,17:15,1,completada,comida,walkin,Cliente 19050
19/02/2026,18:30,6,no_show,comida,app,Cliente 19051
22/03/2026,17:30,5,no_show,comida,telefono,Cliente 19052
07/04/2025,20:00,5,confirmada,cena,walkin,Cliente 19053
21/04/2026,22:00,7,no_show,cena,web,Cliente 19054
19/12/2025,13:30,1,no_show,comida,telefono,Cliente 19055
26/10/2025,13:15,7,completada,cena,telefono,Cliente 19056
13/06/2026,21:15,2,cancelada,comida,app,Cliente 19057
23/05/2025,20:15,3,confirmada,cena,web,Cliente 19058
19/01/2025,22:15,8,cancelada,cena,web,Cliente 19059
27/06/2026,19:30,4,no_show,cena,telefono,Cliente 19060
04/01/2025,19:45,8,cancelada,comida,web,Cliente 19061
28/03/2025,17:00,6,no_show,cena,app,Cliente 19062
22/03/2026,18:45,5,completada,cena,telefono,Cliente 19063
26/02/2026,15:45,1,no_show,comida,telefono,Cliente 19064
10/02/2026,13:15,3,cancelada,cena,web,Cliente 19065
13/07/2025,18:00,3,no_show,cena,web,Cliente 19066
11/01/2025,17:30,4,cancelada,cena,walkin,Cliente 19067
21/03/2025,18:30,4,completada,comida,web,Cliente 19068
24/08/2025,21:30,5,cancelada,comida,walkin,Cliente 19069
22/11/2025,21:45,8,no_show,cena,telefono,Cliente 19070
23/02/2026,15:30,5,confirmada,cena,web,Cliente 19071
26/10/2025,23:30,2,no_show,comida,telefono,Cliente 19072
15/05/2026,23:45,6,cancelada,comida,walkin,Cliente 19073
13/06/2026,20:30,3,cancelada,cena,web,Cliente 19074
11/02/2025,16:45,2,completada,cena,walkin,Cliente 19075
14/05/2025,23:30,2,completada,comida,web,Cliente 19076
15/11/2025,14:45,4,no_show,cena,app,Cliente 19077
28/01/2025,20:15,5,no_show,comida,app,Cliente 19078
25/02/2026,19:30,3,confirmada,comida,walkin,Cliente 19079
13/05/2025,14:30,4,completada,comida,telefono,Cliente 19080
23/07/2025,18:45,1,cancelada,comida,telefono,Cliente 19081
09/04/2025,23:00,8,no_show,comida,web,Cliente 19082
11/03/2026,13:30,5,confirmada,comida,app,Cliente 19083
11/07/2025,19:15,1,no_show,comida,web,Cliente 19084
26/05/2025,16:15,6,no_show,comida,web,Cliente 19085
22/07/2025,15:15,6,completada,comida,app,Cliente 19086
12/11/2025,22:00,2,cancelada,cena,web,Cliente 19087
18/11/2025,13:15,4,confirmada,comida,web,Cliente 19088
21/11/2025,20:15,4,cancelada,comida,web,Cliente 19089
11/10/2025,19:30,3,completada,cena,walkin,Cliente 19090
18/03/2025,21:15,7,no_show,cena,web,Cliente 19091
01/03/2025,16:45,8,no_show,cena,app,Cliente 19092
18/05/2026,15:45,1,no_show,comida,web,Cliente 19093
25/05/2026,14:00,1,cancelada,comida,telefono,Cliente 19094
03/04/2026,19:15,7,completada,comida,web,Cliente 19095
05/06/2026,14:15,2,confirmada,cena,walkin,Cliente 19096
10/05/2026,14:15,6,no_show,cena,web,Cliente 19097
19/05/2025,17:45,8,completada,cena,web,Cliente 19098
29/06/2026,16:45,1,no_show,comida,telefono,Cliente 19099
06/08/2025,20:15,4,cancelada,comida,app,Cliente 19100
19/07/2025,23:45,4,cancelada,comida,telefono,Cliente 19101
24/02/2026,17:00,2,no_show,cena,app,Cliente 19102
11/08/2025,14:45,4,completada,comida,web,Cliente 19103
12/06/2026,15:45,2,completada,cena,walkin,Cliente 19104
10/08/2025,14:15,3,no_show,cena,telefono,Cliente 19105
07/02/2026,15:45,2,cancelada,comida,app,Cliente 19106
16/02/2026,20:45,3,confirmada,comida,walkin,Cliente 19107
18/05/2025,15:45,1,confirmada,comida,telefono,Cliente 19108
07/05/2025,23:15,8,confirmada,comida,telefono,Cliente 19109
31/10/2025,18:00,6,no_show,comida,app,Cliente 19110
21/03/2026,20:30,1,cancelada,cena,walkin,Cliente 19111
06/05/2025,23:00,4,cancelada,comida,walkin,Cliente 19112
26/04/2025,17:15,7,confirmada,cena,walkin,Cliente 19113
02/06/2026,19:15,5,completada,comida,telefono,Cliente 19114
18/02/2025,16:15,6,completada,cena,web,Cliente 19115
14/01/2026,21:45,3,no_show,cena,walkin,Cliente 19116
05/10/2025,21:30,8,cancelada,cena,walkin,Cliente 19117
26/11/2025,23:15,8,confirmada,comida,app,Cliente 19118
10/11/2025,18:00,3,cancelada,comida,web,Cliente 19119
08/06/2026,21:00,3,no_show,cena,telefono,Cliente 19120
26/02/2026,13:15,6,completada,comida,telefono,Cliente 19121
02/07/2025,15:00,6,no_show,comida,telefono,Cliente 19122
08/01/2025,18:15,8,cancelada,cena,web,Cliente 19123
30/09/2025,20:00,5,completada,comida,web,Cliente 19124
13/01/2025,17:00,6,completada,cena,walkin,Cliente 19125
03/06/2026,19:15,7,cancelada,cena,telefono,Cliente 19126
21/04/2025,22:00,6,confirmada,cena,walkin,Cliente 19127
25/03/2026,17:00,7,completada,comida,walkin,Cliente 19128
05/06/2025,22:00,5,no_show,cena,app,Cliente 19129
18/01/2025,18:45,7,confirmada,comida,web,Cliente 19130
08/04/2025,15:30,7,cancelada,cena,telefono,Cliente 19131
05/09/2025,15:00,2,confirmada,comida,telefono,Cliente 19132
06/11/2025,18:00,8,completada,cena,walkin,Cliente 19133
03/02/2026,23:45,8,confirmada,comida,walkin,Cliente 19134
06/01/2025,23:15,1,confirmada,cena,telefono,Cliente 19135
09/08/2025,19:00,5,cancelada,cena,web,Cliente 19136
17/11/2025,18:45,2,completada,comida,telefono,Cliente 19137
01/10/2025,17:45,6,no_show,cena,walkin,Cliente 19138
04/02/2026,16:45,4,cancelada,comida,walkin,Cliente 19139
06/02/2026,14:00,2,confirmada,cena,walkin,Cliente 19140
10/01/2025,13:45,5,completada,comida,walkin,Cliente 19141
13/03/2026,20:15,6,no_show,comida,app,Cliente 19142
10/02/2025,18:00,3,completada,cena,app,Cliente 19143
24/12/2025,17:00,3,no_show,comida,app,Cliente 19144
22/04/2025,23:15,1,no_show,cena,walkin,Cliente 19145
05/06/2025,13:15,7,completada,cena,web,Cliente 19146
27/12/2025,15:30,1,cancelada,comida,web,Cliente 19147
29/11/2025,17:30,7,cancelada,cena,telefono,Cliente 19148
16/02/2026,17:30,2,completada,comida,walkin,Cliente 19149
28/09/2025,18:30,4,no_show,comida,app,Cliente 19150
15/05/2026,19:30,5,cancelada,cena,telefono,Cliente 19151
24/04/2025,19:00,5,completada,cena,walkin,Cliente 19152
02/08/2025,23:30,3,confirmada,cena,web,Cliente 19153
19/05/2025,19:45,4,confirmada,cena,app,Cliente 19154
22/03/2025,18:30,8,completada,comida,web,Cliente 19155
23/02/2025,17:15,6,confirmada,cena,web,Cliente 19156
26/07/2025,13:15,4,no_show,comida,telefono,Cliente 19157
26/04/2026,16:00,5,cancelada,cena,walkin,Cliente 19158
04/07/2025,16:15,4,confirmada,comida,app,Cliente 19159
07/10/2025,13:30,4,confirmada,comida,app,Cliente 19160
31/10/2025,22:00,5,completada,comida,web,Cliente 19161
29/11/2025,20:45,3,completada,cena,app,Cliente 19162
16/10/2025,17:00,6,cancelada,comida,walkin,Cliente 19163
20/11/2025,21:30,6,no_show,cena,walkin,Cliente 19164
26/08/2025,23:30,3,no_show,cena,web,Cliente 19165
09/05/2026,23:15,7,completada,comida,web,Cliente 19166
26/02/2026,19:30,1,no_show,comida,telefono,Cliente 19167
12/10/2025,14:45,6,cancelada,cena,telefono,Cliente 19168
05/01/2026,22:30,8,cancelada,comida,telefono,Cliente 19169
23/02/2026,20:45,3,cancelada,comida,app,Cliente 19170
01/04/2025,21:15,6,confirmada,cena,web,Cliente 19171
09/09/2025,15:45,8,confirmada,comida,app,Cliente 19172
08/01/2025,15:15,1,confirmada,comida,web,Cliente 19173
21/03/2025,23:15,2,confirmada,comida,web,Cliente 19174
23/03/2025,18:45,5,no_show,cena,telefono,Cliente 19175
29/05/2025,17:00,2,no_show,cena,telefono,Cliente 19176
11/04/2025,18:15,7,no_show,cena,web,Cliente 19177
20/02/2026,18:45,2,completada,cena,walkin,Cliente 19178
25/02/2025,23:15,1,completada,comida,web,Cliente 19179
17/01/2026,15:30,6,no_show,cena,walkin,Cliente 19180
04/02/2025,19:30,7,completada,cena,telefono,Cliente 19181
24/05/2026,18:45,5,cancelada,comida,telefono,Cliente 19182
11/01/2025,14:30,8,no_show,cena,telefono,Cliente 19183
02/07/2025,18:00,3,cancelada,cena,web,Cliente 19184
09/10/2025,16:45,5,cancelada,cena,telefono,Cliente 19185
01/11/2025,15:15,4,confirmada,comida,telefono,Cliente 19186
30/06/2025,21:15,4,completada,cena,app,Cliente 19187
11/04/2025,18:30,4,no_show,cena,walkin,Cliente 19188
22/08/2025,20:15,2,cancelada,cena,walkin,Cliente 19189
23/01/2026,21:00,6,no_show,comida,walkin,Cliente 19190
24/08/2025,22:15,5,confirmada,comida,web,Cliente 19191
06/10/2025,23:15,5,confirmada,cena,telefono,Cliente 19192
29/01/2025,22:30,4,confirmada,comida,telefono,Cliente 19193
08/01/2026,14:45,6,no_show,comida,telefono,Cliente 19194
05/04/2025,20:00,4,completada,comida,app,Cliente 19195
17/04/2026,15:45,6,confirmada,cena,web,Cliente 19196
28/05/2026,14:45,1,cancelada,cena,telefono,Cliente 19197
15/01/2025,17:45,7,no_show,cena,web,Cliente 19198
28/11/2025,13:00,3,cancelada,comida,telefono,Cliente 19199
31/05/2026,19:00,7,confirmada,cena,walkin,Cliente 19200
01/12/2025,18:15,1,cancelada,comida,web,Cliente 19201
12/10/2025,14:45,5,no_show,comida,telefono,Cliente 19202
17/10/2025,14:00,6,cancelada,cena,web,Cliente 19203
16/04/2025,17:00,6,confirmada,comida,walkin,Cliente 19204
10/04/2026,16:30,3,no_show,cena,telefono,Cliente 19205
25/05/2025,18:00,7,confirmada,comida,web,Cliente 19206
28/05/2026,14:30,6,completada,cena,web,Cliente 19207
19/02/2025,14:00,4,confirmada,cena,walkin,Cliente 19208
26/01/2025,22:30,2,cancelada,comida,walkin,Cliente 19209
11/08/2025,19:30,4,completada,comida,app,Cliente 19210
30/03/2026,15:45,4,completada,cena,walkin,Cliente 19211
21/11/2025,19:30,7,confirmada,cena,walkin,Cliente 19212
23/12/2025,20:45,7,confirmada,comida,web,Cliente 19213
30/04/2026,15:15,6,completada,comida,walkin,Cliente 19214
04/04/2025,18:45,1,cancelada,comida,app,Cliente 19215
28/10/2025,23:45,7,cancelada,cena,app,Cliente 19216
06/05/2026,18:30,7,completada,comida,app,Cliente 19217
06/01/2026,14:30,3,completada,comida,walkin,Cliente 19218
20/11/2025,17:00,3,no_show,cena,walkin,Cliente 19219
13/07/2025,13:00,3,confirmada,comida,telefono,Cliente 19220
13/02/2025,13:30,1,cancelada,comida,walkin,Cliente 19221
14/05/2026,21:30,4,cancelada,cena,telefono,Cliente 19222
20/11/2025,15:15,3,cancelada,cena,walkin,Cliente 19223
05/06/2026,13:30,1,cancelada,cena,telefono,Cliente 19224
25/05/2026,16:15,5,no_show,comida,walkin,Cliente 19225
23/02/2025,15:45,3,no_show,cena,web,Cliente 19226
19/08/2025,16:00,2,completada,comida,web,Cliente 19227
21/12/2025,19:30,1,no_show,cena,walkin,Cliente 19228
22/04/2025,14:15,2,no_show,cena,app,Cliente 19229
22/08/2025,16:45,1,no_show,cena,app,Cliente 19230
22/02/2026,19:00,1,cancelada,comida,telefono,Cliente 19231
02/02/2025,22:00,1,cancelada,comida,app,Cliente 19232
30/01/2026,23:00,8,cancelada,cena,telefono,Cliente 19233
19/08/2025,19:45,6,confirmada,cena,walkin,Cliente 19234
07/04/2026,19:45,3,completada,cena,telefono,Cliente 19235
12/04/2025,19:45,8,confirmada,comida,app,Cliente 19236
04/04/2025,14:45,5,completada,comida,web,Cliente 19237
02/08/2025,21:30,8,no_show,cena,walkin,Cliente 19238
13/04/2025,13:30,4,no_show,cena,app,Cliente 19239
19/01/2026,13:45,7,no_show,comida,app,Cliente 19240
17/03/2026,18:30,1,cancelada,cena,telefono,Cliente 19241
27/05/2025,17:15,7,confirmada,cena,telefono,Cliente 19242
18/06/2025,19:45,8,completada,comida,web,Cliente 19243
27/01/2025,19:30,3,completada,cena,web,Cliente 19244
16/03/2025,15:45,5,cancelada,cena,telefono,Cliente 19245
29/08/2025,19:30,5,completada,cena,telefono,Cliente 19246
28/04/2025,23:00,8,completada,cena,app,Cliente 19247
06/09/2025,18:15,7,cancelada,comida,telefono,Cliente 19248
18/06/2025,14:45,5,no_show,comida,app,Cliente 19249
09/02/2026,20:00,6,cancelada,comida,app,Cliente 19250
06/05/2025,15:30,5,no_show,comida,web,Cliente 19251
09/03/2026,21:00,7,completada,cena,telefono,Cliente 19252
16/02/2026,23:45,6,cancelada,cena,walkin,Cliente 19253
01/08/2025,20:15,2,no_show,comida,walkin,Cliente 19254
26/08/2025,16:00,3,cancelada,cena,web,Cliente 19255
01/01/2025,20:30,2,cancelada,cena,app,Cliente 19256
24/08/2025,18:00,5,cancelada,cena,telefono,Cliente 19257
26/11/2025,20:45,7,completada,comida,web,Cliente 19258
13/04/2025,14:30,1,confirmada,comida,app,Cliente 19259
17/04/2025,23:45,3,confirmada,comida,walkin,Cliente 19260
22/02/2025,13:00,7,completada,cena,app,Cliente 19261
21/01/2025,17:30,4,no_show,comida,telefono,Cliente 19262
12/06/2025,13:15,5,completada,comida,telefono,Cliente 19263
11/11/2025,14:45,5,confirmada,cena,walkin,Cliente 19264
16/06/2026,17:15,4,completada,comida,walkin,Cliente 19265
23/02/2026,16:30,3,cancelada,comida,app,Cliente 19266
12/06/2025,20:30,7,cancelada,comida,walkin,Cliente 19267
19/07/2025,21:15,1,completada,cena,walkin,Cliente 19268
08/12/2025,15:45,6,completada,comida,walkin,Cliente 19269
25/02/2026,17:30,8,cancelada,comida,telefono,Cliente 19270
26/10/2025,17:00,4,completada,comida,telefono,Cliente 19271
21/01/2026,13:00,8,no_show,cena,app,Cliente 19272
16/05/2025,19:30,6,no_show,cena,walkin,Cliente 19273
30/09/2025,13:30,4,cancelada,cena,web,Cliente 19274
25/02/2026,13:45,7,confirmada,cena,app,Cliente 19275
22/05/2026,14:00,2,no_show,comida,telefono,Cliente 19276
06/03/2026,18:15,6,cancelada,cena,app,Cliente 19277
15/08/2025,18:30,5,no_show,comida,app,Cliente 19278
15/06/2026,20:00,5,confirmada,cena,telefono,Cliente 19279
18/11/2025,13:30,4,cancelada,comida,web,Cliente 19280
20/06/2025,22:30,5,no_show,comida,web,Cliente 19281
01/09/2025,16:45,8,cancelada,cena,walkin,Cliente 19282
05/01/2026,17:15,5,no_show,cena,web,Cliente 19283
09/10/2025,15:30,1,completada,cena,app,Cliente 19284
18/03/2026,13:15,4,cancelada,cena,web,Cliente 19285
06/01/2026,13:45,5,cancelada,comida,app,Cliente 19286
10/06/2025,23:45,3,completada,comida,walkin,Cliente 19287
24/05/2025,16:45,5,confirmada,cena,walkin,Cliente 19288
24/03/2025,15:45,2,cancelada,comida,app,Cliente 19289
30/06/2026,18:45,7,cancelada,comida,walkin,Cliente 19290
26/01/2025,17:45,4,completada,comida,web,Cliente 19291
09/12/2025,23:15,2,no_show,comida,web,Cliente 19292
05/01/2025,16:00,2,confirmada,cena,walkin,Cliente 19293
15/01/2026,19:00,5,cancelada,cena,web,Cliente 19294
01/04/2025,23:30,6,completada,cena,app,Cliente 19295
26/06/2025,23:45,1,confirmada,comida,web,Cliente 19296
30/10/2025,14:15,4,cancelada,cena,web,Cliente 19297
01/05/2025,18:00,7,no_show,cena,web,Cliente 19298
22/03/2025,22:45,3,completada,comida,web,Cliente 19299
24/11/2025,14:30,5,completada,cena,app,Cliente 19300
08/04/2025,21:00,5,cancelada,comida,app,Cliente 19301
22/05/2026,19:45,5,completada,comida,telefono,Cliente 19302
30/04/2026,18:00,1,cancelada,cena,walkin,Cliente 19303
28/03/2026,19:45,7,no_show,comida,web,Cliente 19304
23/06/2026,14:15,5,confirmada,cena,telefono,Cliente 19305
23/06/2026,19:45,6,confirmada,comida,web,Cliente 19306
30/03/2025,19:45,1,cancelada,cena,telefono,Cliente 19307
03/12/2025,13:15,7,completada,comida,app,Cliente 19308
06/03/2026,19:00,5,confirmada,comida,app,Cliente 19309
26/04/2025,22:45,4,confirmada,comida,web,Cliente 19310
11/07/2025,19:00,7,completada,cena,web,Cliente 19311
30/04/2025,17:15,5,no_show,cena,web,Cliente 19312
20/02/2026,23:15,5,cancelada,comida,app,Cliente 19313
17/09/2025,21:45,3,cancelada,comida,app,Cliente 19314
18/04/2025,13:00,5,confirmada,cena,web,Cliente 19315
31/01/2026,17:45,1,no_show,cena,app,Cliente 19316
29/11/2025,20:15,2,confirmada,cena,telefono,Cliente 19317
03/12/2025,19:00,8,confirmada,cena,app,Cliente 19318
03/01/2025,18:30,6,confirmada,cena,app,Cliente 19319
25/07/2025,19:45,5,completada,comida,telefono,Cliente 19320
26/03/2026,20:30,3,completada,cena,telefono,Cliente 19321
25/05/2025,16:15,8,completada,comida,app,Cliente 19322
14/03/2025,22:30,2,completada,comida,web,Cliente 19323
17/04/2026,14:45,1,completada,comida,walkin,Cliente 19324
19/07/2025,22:15,6,no_show,cena,telefono,Cliente 19325
09/11/2025,18:15,7,confirmada,comida,app,Cliente 19326
22/04/2026,15:00,3,confirmada,comida,walkin,Cliente 19327
19/03/2026,21:45,1,cancelada,cena,web,Cliente 19328
03/03/2025,17:30,6,cancelada,cena,walkin,Cliente 19329
18/03/2025,14:15,4,completada,comida,web,Cliente 19330
08/09/2025,13:30,8,cancelada,cena,web,Cliente 19331
07/01/2026,14:15,4,no_show,comida,walkin,Cliente 19332
13/06/2025,19:00,7,cancelada,cena,walkin,Cliente 19333
14/12/2025,20:00,7,completada,comida,app,Cliente 19334
14/01/2025,15:30,4,confirmada,comida,app,Cliente 19335
27/05/2025,14:30,4,no_show,comida,app,Cliente 19336
26/02/2025,14:45,1,confirmada,cena,walkin,Cliente 19337
29/05/2025,23:15,8,completada,comida,app,Cliente 19338
12/11/2025,16:00,6,cancelada,cena,walkin,Cliente 19339
16/02/2026,14:45,3,completada,comida,app,Cliente 19340
28/06/2025,19:45,7,cancelada,comida,telefono,Cliente 19341
14/08/2025,22:30,1,no_show,comida,walkin,Cliente 19342
14/04/2026,13:30,6,completada,comida,telefono,Cliente 19343
12/04/2026,23:30,1,cancelada,cena,telefono,Cliente 19344
28/02/2026,15:00,1,confirmada,comida,web,Cliente 19345
23/01/2025,15:30,5,cancelada,comida,app,Cliente 19346
15/12/2025,22:30,1,confirmada,comida,web,Cliente 19347
24/01/2026,18:15,1,no_show,cena,telefono,Cliente 19348
09/05/2026,15:30,6,confirmada,comida,walkin,Cliente 19349
20/01/2025,22:00,1,cancelada,comida,app,Cliente 19350
20/11/2025,22:15,7,completada,cena,walkin,Cliente 19351
22/09/2025,20:00,4,completada,cena,web,Cliente 19352
02/04/2025,23:45,8,no_show,comida,web,Cliente 19353
31/07/2025,17:30,5,confirmada,comida,web,Cliente 19354
05/10/2025,18:00,2,cancelada,cena,telefono,Cliente 19355
16/10/2025,19:45,5,completada,cena,app,Cliente 19356
05/12/2025,19:00,7,completada,comida,app,Cliente 19357
31/03/2026,13:45,2,no_show,cena,web,Cliente 19358
26/01/2026,16:30,1,completada,comida,web,Cliente 19359
27/07/2025,23:45,6,confirmada,cena,app,Cliente 19360
15/03/2025,15:45,5,no_show,cena,web,Cliente 19361
22/04/2026,16:45,6,no_show,cena,web,Cliente 19362
08/04/2026,14:30,1,confirmada,cena,walkin,Cliente 19363
15/10/2025,20:45,3,completada,cena,walkin,Cliente 19364
08/01/2026,16:00,1,cancelada,cena,telefono,Cliente 19365
01/06/2025,21:30,1,no_show,comida,web,Cliente 19366
03/12/2025,18:45,4,cancelada,comida,telefono,Cliente 19367
01/11/2025,19:00,8,cancelada,comida,app,Cliente 19368
18/11/2025,17:00,5,confirmada,comida,telefono,Cliente 19369
15/06/2026,20:00,1,no_show,cena,web,Cliente 19370
09/04/2026,22:45,1,confirmada,cena,telefono,Cliente 19371
06/04/2026,22:00,6,no_show,comida,app,Cliente 19372
03/04/2026,17:15,8,cancelada,comida,web,Cliente 19373
01/04/2025,22:00,1,completada,comida,walkin,Cliente 19374
03/03/2026,16:30,3,no_show,comida,telefono,Cliente 19375
10/04/2025,18:15,8,no_show,comida,web,Cliente 19376
28/07/2025,17:45,8,confirmada,comida,web,Cliente 19377
04/03/2025,19:30,5,cancelada,cena,walkin,Cliente 19378
14/09/2025,22:15,7,no_show,cena,telefono,Cliente 19379
19/06/2025,18:15,2,no_show,cena,app,Cliente 19380
18/02/2025,13:15,1,completada,cena,web,Cliente 19381
19/04/2026,14:30,4,confirmada,cena,app,Cliente 19382
14/04/2025,15:15,5,cancelada,cena,web,Cliente 19383
13/03/2026,19:00,2,completada,comida,telefono,Cliente 19384
03/05/2026,23:15,2,confirmada,cena,app,Cliente 19385
10/02/2025,14:30,4,completada,cena,app,Cliente 19386
06/10/2025,20:45,3,completada,cena,telefono,Cliente 19387
10/03/2025,13:00,8,no_show,cena,web,Cliente 19388
02/02/2025,16:30,1,no_show,comida,walkin,Cliente 19389
26/01/2026,21:45,3,completada,cena,app,Cliente 19390
25/02/2026,13:15,5,completada,cena,web,Cliente 19391
17/02/2025,13:15,5,no_show,comida,web,Cliente 19392
30/05/2025,20:30,4,completada,cena,walkin,Cliente 19393
